NO,EXT/INT,DARI,NOMOR SURAT,TANGGAL SURAT,TANGGAL TERIMA,PERIHAL,KETERANGAN,TANGGAL SELESAI
56,EXTERNAL,Galvin Wicks,538/CP/2025,5/10/2025,error: Field 'this' not found,Permohonan,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
57,INTERNAL,Lilyan Godwin,745/RS/2026,1/21/2026,error: Field 'this' not found,Undangan Rapat,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
58,INTERNAL,Marnia Calafato,426/WO/2025,9/5/2024,error: Field 'this' not found,Proposal,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
59,INTERNAL,Leonidas Bolmann,799/SH/2026,2/22/2024,error: Field 'this' not found,Pemberitahuan,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
60,EXTERNAL,Fraze Offell,011/SA/2024,6/26/2025,error: Field 'this' not found,Proposal,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
61,EXTERNAL,Suellen Newlands,601/VT/2024,3/10/2024,error: Field 'this' not found,Pemberitahuan,In congue. Etiam justo. Etiam pretium iaculis justo.,"Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
62,INTERNAL,Beatrix Blackborough,734/DX/2024,3/27/2024,error: Field 'this' not found,Pengaduan,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
63,EXTERNAL,Collen Beresfore,334/QV/2024,5/5/2025,error: Field 'this' not found,Laporan,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
64,INTERNAL,Nat Klausewitz,960/VI/2026,1/11/2025,error: Field 'this' not found,Permintaan Data,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
65,EXTERNAL,Field Kesteven,255/LF/2025,5/15/2025,error: Field 'this' not found,Permintaan Data,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
66,INTERNAL,Brion Spurrior,175/WR/2024,2/17/2026,error: Field 'this' not found,Permohonan,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
67,EXTERNAL,Cornelius Scrowston,075/YP/2026,8/16/2024,error: Field 'this' not found,Undangan Rapat,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
68,EXTERNAL,Marji McReedy,026/OE/2024,1/26/2025,error: Field 'this' not found,Permintaan Data,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,"Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
69,EXTERNAL,Gaven Mylechreest,855/PV/2025,5/7/2024,error: Field 'this' not found,Permintaan Data,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
70,INTERNAL,Revkah de Marco,605/HG/2024,10/17/2023,error: Field 'this' not found,Undangan Rapat,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
71,EXTERNAL,Walt Camerana,802/FY/2026,5/7/2024,error: Field 'this' not found,Laporan,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,"Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
72,EXTERNAL,Erik O'Cannon,263/WR/2026,7/23/2025,error: Field 'this' not found,Pemberitahuan,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
73,EXTERNAL,Gigi Mathen,099/GM/2026,7/3/2025,error: Field 'this' not found,Laporan,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
74,INTERNAL,Lelah Gabbitas,681/DY/2024,6/1/2025,error: Field 'this' not found,Konfirmasi,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
75,EXTERNAL,Alphonso Fairbourne,557/GW/2025,8/25/2025,error: Field 'this' not found,Undangan Rapat,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
76,EXTERNAL,Cari Legrice,894/KI/2026,10/27/2024,error: Field 'this' not found,Klaim,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
77,EXTERNAL,Iain Jewster,870/QG/2025,5/8/2024,error: Field 'this' not found,Permintaan Data,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
78,EXTERNAL,Rivkah Van Arsdall,657/AY/2024,9/17/2024,error: Field 'this' not found,Pengajuan Kerjasama,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
79,EXTERNAL,Michaella Lenz,601/TW/2025,5/6/2024,error: Field 'this' not found,Permintaan Data,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
80,EXTERNAL,Ambrosio Thurske,280/OM/2025,2/20/2026,error: Field 'this' not found,Laporan,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,"Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
81,INTERNAL,Korella des Remedios,666/TZ/2026,8/4/2024,error: Field 'this' not found,Pengajuan Kerjasama,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
82,EXTERNAL,Colene Jako,347/XG/2026,11/23/2025,error: Field 'this' not found,Konfirmasi,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
83,INTERNAL,Seymour Slide,773/QG/2025,10/27/2023,error: Field 'this' not found,Klaim,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
84,INTERNAL,Erda Barefoot,759/FY/2026,2/14/2025,error: Field 'this' not found,Laporan,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,"Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
85,INTERNAL,Urson Camplen,550/WF/2025,1/15/2026,error: Field 'this' not found,Klaim,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
86,INTERNAL,Amabelle Leveritt,599/JF/2026,1/3/2025,error: Field 'this' not found,Laporan,Fusce consequat. Nulla nisl. Nunc nisl.,"Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
87,EXTERNAL,Desmond Dennitts,107/IK/2026,5/17/2024,error: Field 'this' not found,Pengajuan Kerjasama,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
88,EXTERNAL,Jedd Measom,312/FO/2025,8/27/2024,error: Field 'this' not found,Permohonan,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
89,INTERNAL,Richy Wooffitt,444/ZR/2024,10/16/2023,error: Field 'this' not found,Laporan,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
90,INTERNAL,Tish Buten,947/JL/2024,1/10/2026,error: Field 'this' not found,Pengaduan,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
91,EXTERNAL,Lyndy Arnau,241/JL/2026,12/10/2025,error: Field 'this' not found,Konfirmasi,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
92,INTERNAL,Leicester Foxhall,330/HC/2026,5/5/2025,error: Field 'this' not found,Klaim,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
